ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen
1434102291,Iccaa_,Pesmaba UMM with mantan presiden Jusuf Kalla :),9/7/2013 3:32,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","Malang,Indonesia",0
1593522312,dinopradana,Cium tangan sama bapak mantan wakil presiden #JK kereeen....,9/7/2013 3:35,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",,1
-679563309,Ahmad_Fauzy08,Orasi Ilmiah oleh Pak Capres Mahfud MD hehe,9/7/2013 5:01,Mahfud,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Jakarta,0
-2014957765,forzafauzan, FUI kemaren demo tolak Miss World tp poster yg dibawa Pasangan capres Wiranto-Tanoe. #lha #begimana,9/7/2013 5:49,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Somewhere in Neverland,-1
-289466917,PancaSyah,", MissWorld di MNC. Harry Tanoe bos MNC. Harry Tanoe pasangan capres Wiranto dari Hanura. FPI = Pam Swakarsa bentukan Wiranto.",9/7/2013 7:52,Wiranto,"<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>",Every hot babe's dream.,0
-1433786466,amerulaqmal,  presiden JK loni.nok masuk kelah JK dok?,9/7/2013 20:30,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","arau, perlis",0
-233610301,mamipopz,"ideal ! : Presiden : Jokowi, Wapres: Dahlan Iskan ,MenHan: Serda Ucok , Mendagri: Ahok . #Kabinetidaman",9/8/2013 0:55,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bandung - Jakarta,1
2028781860,BeritaKabar,"Soal Capres, Jokowi Tak Lagi Jawab, 'Nggak Mikir' ¬† #Berita #Kabar",9/8/2013 1:14,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,0
2002989315,SUKSESworld,Tiga Cita-cita Dahlan Iskan Jika Jadi Presiden: Dahlan berambisi Indonesia dapat mengalahkan perekonomian Meksiko,9/8/2013 1:15,Dahlan,web,DUNIA KESUKSESAN,0
1462570660,TuitIndonesia,"#TuitIndonesia Soal Capres, Jokowi Tak Lagi Jawab, 'Nggak Mikir' ¬† #Indonesia #Tuit",9/8/2013 1:40,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,0
-1774425953,taufikHDYT_1995,"Soal Capres, Jokowi Tak Lagi Jawab, 'Nggak Mikir' ¬†: TEMPO.CO, Jakarta - Gubernur DKI Jakarta Joko Widodo mengatakan percuma mendesak...",9/8/2013 1:55,Jokowi,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Kota Binjai,Sumatera Utara,INA",0
1894509325,sahatfarida,jokowi presiden prabowo guling2. ga lucuk. ember,9/8/2013 2:27,Prabowo,web,,0
-1261665503,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon     ",9/8/2013 2:32,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,1
1333675972,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon     ",9/8/2013 2:33,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,1
1263010283,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon      ",9/8/2013 2:34,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,1
-1497641399,despar54,"DPD PDIP se Sumatera, Kalimantan, Celebes, Papua dukung Capres Jokowi! Jawa belon     ",9/8/2013 2:36,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,1
1858470236,13Kadri,Hati2 dengan capres jokowi yg sekarang sedang gencar digadang2kan oleh zionis dan barat.,9/8/2013 4:27,Jokowi,web,Tanjung enim,-1
-404937866,RadioPepatah9,"#FollowRadioPepatah #FollowRadioPepatah. Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari... #FollowRadioPepatah #FollowRadioPepatah",9/8/2013 5:34,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesisa,1
966591651,RadioPepatah9,"#FollowRadioPepatah #FollowRadioPepatah Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari atau... #FollowRadioPepatah #FollowRadioPepatah",9/8/2013 5:34,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesisa,1
2013134656,RadioPepatah9,"#FollowRadioPepatah #FollowRadioPepatah, Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari... #FollowRadioPepatah #FollowRadioPepatah",9/8/2013 5:35,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesisa,1
564827505,RadioPepatah9,"#FollowRadioPepatah #FollowRadioPepatah- Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari... #FollowRadioPepatah #FollowRadioPepatah",9/8/2013 5:36,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesisa,1
870811237,RadioPepatah9,"#FollowRadioPepatah Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari atau Otoritas Mega #FollowRadioPepatah",9/8/2013 5:45,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesisa,1
-429400697,TuitIndonesia,"#TuitIndonesia Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari atau Otoritas Mega #Indonesia #Tuit",9/8/2013 5:58,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,1
503897156,nadnadee,"Emg kenapa? : kalo jokowi capres, dia udah membohongi jakarta : Rekomendasi DPD: Capres Jokowi, Deklarasi 10 Januari",9/8/2013 6:11,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pontianak,-1
-1817973764,TuitIndonesia,#TuitIndonesia Umumkan Capres Megawati Tunggu Momentum Tepat #Indonesia #Tuit,9/8/2013 8:01,Megawati,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,0
134591276,yuniar_wg,"Yang lain dukung Capres Jokowi, Prabowo, ARB, Surya Paloh, aku dukung Capres Pah Mahfud MD aja, kalo kamu dukung siapa beib #SurveyCapres",9/8/2013 8:08,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>","Semarang, Indonesia",1
-1479799546,damara634, dr sbang smpai merauke. Menunggu capres Jokowi d umum kn sblum pileg. Biar suara pileg bs tercpai 20% lebih Harapn Rkyat sma Jokowi,9/8/2013 8:15,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,1
-1291379418,maxumbu,CAPRES : JokoWi butuh wakil yg loyal dan tdk nakal dan curang di kemudian hari.,9/8/2013 8:21,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",INDONESIA,1
-371587473,TuitSemarang,#TuitSemarang Umumkan Capres Megawati Tunggu Momentum Tepat #Semarang #Tuit,9/8/2013 8:42,Megawati,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Regional Semarang,0
1338925414,mx_sugiharto," pada HUT PDIP ke 4I yg tepat utk mengumumkan Capres Jokowi, dgn dkmn akan menambah suara PDIP dlm pileg 20I4,JOKOWI PASTI",9/8/2013 8:52,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>","Danau Kelapa Dua VII no 5,TGR",1
-1469464665,WartaTerupdate,Umumkan Capres Megawati Tunggu Momentum Tepat,9/8/2013 9:00,Megawati,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia Tercinta,0
368197656,Lekoons,"Survey LIPI: Dari 10 capres,  menempati urutan teratas sebagai capres paling jujur.",9/8/2013 9:20,Jokowi,"<a href=""http://ow.ly"" rel=""nofollow"">Ow.ly</a>","Bandung, Indonesia",1
-736216907,damara634,  Betul mas Brooo.. Suara PDI.P bs 70% lebih.. Dr sabang smpai merauke Yg d tunggu2 cuma capres Jokowi Angka golput bs brkurang,9/8/2013 10:28,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,1
2016828661,harrypvdio,"Ndak mau mikir, ndak mau mikir, ndak mau mikir jadi Capres.  jumpalitan ngurus Jakarta.",9/8/2013 10:34,Jokowi,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","Jakarta, Indonesia",-1
-1530978246,damara634,  @ capres Jokowi suara PDI.P bs 45% lebih Klau Jokowi tdk d capres kn bnyak milih yg Golput. Jokowi jelma'an dri Soekarno...,9/8/2013 10:39,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,1
524400041,Andriwahyono,"Pak Dahlan Iskan, saya bingung Kenapa Para Jurnalis Dukung Bapak jadi Capres, tetapi para Media Masanya dongkrak Polularitas Capres Jokowi?",9/8/2013 11:31,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Bangka Belitung Archipelago,0
455223719,Awennd,Capres Wiranto cuci mata d bali missworld,9/8/2013 11:56,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Malang,0
1797346338,BeritaKabar,"MISS WORLD 2013 :Opening Show, Artis RCTI Ikut Nonton Tak Ketinggalan Capres Wiranto #Berita #Kabar",9/8/2013 12:20,Wiranto,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,0
-1597023454,DANKER1112,Selo dag selo capres wiranto n pasanganyo nongol teros Di TV,9/8/2013 12:40,Wiranto,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",bandung,0
-1871290152,ED_Lonecrow,Terpesona dg kerukunan capres Wiranto ??? HT pda opening Miss World Indonesia 2013.. :),9/8/2013 12:41,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Surabaia,1
-1308980822,wigRahman,Wiranto dtg lbh dulu dibanding HT. HT lbh byk kesorot tv dibsnding Wiranto. Ini yg capres Wiranto apa HT ya?... #ngintilwae,9/8/2013 12:42,Wiranto,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Semarang,0
530993379,thhadad,Calon presiden Wiranto dan wapres Harry Tanoe duduk paling depan. Kira2 dapat berapa persen nih?,9/8/2013 12:46,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,-1
-393708712,mahfudhakim,  proud to be official tv kampanye capres wiranto-HT maksud ente??????,9/8/2013 13:01,Wiranto,web,tangerang,0
1013566970,zuhrimuhammad,Sempat-sempatnya acara Miss World dimanfaatkan buat tebar pesona capres Wiranto-Harry Tanoe. Hehe..,9/8/2013 13:09,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",S'pore n M'sia Border,-1
-1290066421,chibob52,bapak capres Wiranto sekalian promo diri - hihihii #MissWorld,9/8/2013 13:09,Wiranto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Error 404 ? Location Not Found,-1
-42820623,Chukiie09,"Noh liat opening show MW.. Biasa ajah ahh.. Knpa pada ribut"" sih kmren""? Capres Wiranto sama ketua DPD aje ada noh :|",9/8/2013 13:22,Wiranto,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",South of Jakarta,0
198188587,aldila_jpg,"hhmmm bahkan acara sekaliber Miss World pun disusupi aroma kampanye capres Wiranto - Hary Tanoe, this is Indonesia !",9/8/2013 14:01,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",,-1
2030107078,bang_iippull,Pasangan Capres Wiranto dan Hari Tanoe Sudibyo duduk didepan sendiri nntn Miss World sekalian kampenye pak?,9/8/2013 14:05,Wiranto,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Salatiga - Balikpapan,-1
-1837700029,danang_sinatra,Padahal pengenya Presiden Jusuf Kalla (Talk Less) Wapresnya Jokowi (Do More). cc :   ,9/8/2013 14:10,JK,web,Sela Sela Keyboard,1
-955966976,aryopurwanto92, jadi presiden? ARB? Bisa2 semua rakyat indo jadi gayus t.,9/8/2013 15:06,Aburizal,web,"Jakarta, Indonesia.",-1
-140113628,irwantoko,Capres : Hatta Rajasa  Cawapres : Ahmad Dhani  Kampanye di Jalan Tol pake Gran Max......... :-),9/8/2013 15:19,Hatta,,Think Positive & Do It Right,0
1712011560,damara634,  Yg gak milih capres Jokowi cma 10% gpp. Tpi yg milih Jokowi jd capres 90%  Shiiip...,9/8/2013 15:20,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,1
-242202721,okta_piadi,"waww,tidak sia2 saya mengagumi,sosok bapak inilahh yang harusnya menjadi CAPRES,  Pemimpin harusnya menderita...bukan menikmati.",9/8/2013 15:41,Jokowi,web,Lorong alir city,1
1433437688,rohidinho25, klo jadi presiden  mau dijadikan mentri apa pak capres?,9/8/2013 16:17,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","Luragung,Kuningan Jawa Barat",0
1918255307,BeritaKabar,Berita Wacana Capres Jokowi Saingi Presiden SBY #Berita #Kabar,9/8/2013 17:14,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,0
-730300124,sumarsono_hk,Capres : Hatta Rajasa  Cawapres : Ahmad Dhani   Kampanye di Jalan Tol pake Grand Max.........  (*intip fb sebelah),9/8/2013 20:36,Hatta,,Yogyakarta,0
155802951,AnisyaUlfa,Saya gak setujuh kalo jokowi dicalonin jd presiden! Dia aja blm slsai ngerjain kota jakarta eh mlh disrh jd presiden! Dahlan iskan aja ada!,9/8/2013 23:16,Dahlan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sydney with Jayden Sierra,-1
161188206,IstanaRakyat,"6. Pada 10 Agustus 2001, Presiden Megawati mempercayai & melantik  menjadi Menko Polkam Kabinet Gotong-Royong",9/8/2013 23:21,Megawati,web,Indonesia,0
-488661877,eltirafmjogja,"Kompas: Survei Capres, Jokowi Belum ""Belang"" #News #MorningSpirit",9/8/2013 23:25,Jokowi,web,Yogyakarta,0
2009799220,UyaAde,9 tahun munir ada aparat intelejen semasa presiden megawati terlibat kasus munir #kontras#,9/9/2013 1:19,Megawati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0
1202981470,andini_dinata,"Jdi pagar ayu nunggu capres wiranto n hari tanu with   ,yg janji dtg mna ya    #inna muara hotel",9/9/2013 2:58,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","√úT: -0.9429939,100.378033",0
-705765761,Nurcholis10,Capres . & Cawapres . Gimana bung .,9/9/2013 3:06,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","Cilegon,Banten",0
389036472,emilmp55,Kalo Indonesia punya presiden jokowi n jk wapres n abraham jagung trus kapolrinya oegroseno menkehnya benyamin..beres tuh para koruptor...,9/9/2013 3:23,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Pekanbaru,1
-1037284191,damara634, @ capres Jokowi d dekrasi kn sblum pileg. Suara PDI.P bs dpt 45% lebih. Pilpres Jokowi Suara PDI.P bs panen raya.,9/9/2013 3:58,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,0
-1064867486,thya_17,  lebih cocok yg jdi capres jokowi dong :D,9/9/2013 4:12,Jokowi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Indonesia,1
286785329,TuitLampung,#TuitLampung Berita Wacana Capres Jokowi Saingi Presiden SBY #Lampung #Tuit,9/9/2013 4:22,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Lampung,0
-1761655345,Gaaralicious_,Cak Imin: Mahfud dan Rhoma punya peluang sama sebagai capres: Mahfud dan Rhoma harus giat menyapa masyarakat dan membuktikan kalau me...,9/9/2013 4:24,Mahfud,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Sukoharjo, INA ∑ Turin, ITALIA",1
2017635247,aafachruddin, dahlan iskan presiden Mahfud MD wapres,9/9/2013 5:16,Mahfud,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gresik,0
-870271156,despar54,"4 Program Capres Dahlan RI negara Ekonomi Maju, SDM bermutu        ",9/9/2013 5:55,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Jakarta,0
-561005318,despar54,"4 Program Capres Dahlan RI negara Ekonomi Maju, SDM bermutu       ",9/9/2013 5:57,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Jakarta,0
-906675585,despar54,"4 Program Capres Dahlan RI Ekonomi Maju No 20, SDM bermutu        ",9/9/2013 6:00,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Jakarta,0
956102865,despar54,"4 Program Capres Dahlan RI Ekonomi Maju No 20, SDM bermutu      ",9/9/2013 6:01,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Jakarta,0
-297587497,despar54,"4 Program Capres Dahlan RI Ekonomi Maju No 20 Dunia, SDM bermutu : RI terpuruk, rakyat jerit, capres koar2 dgn janji, ujung2 korup",9/9/2013 6:05,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jakarta,-1
1086540793,despar54,"4 Program Capres Dahlan RI Ekonomi Maju No 20 Didunia, SDM bermutu      ",9/9/2013 6:06,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Jakarta,0
-1190653376,Him_NK,"Listrik TETEP byar pet! : 4 Program Capres Dahlan Ekonomi Maju, SDM bermutu      ",9/9/2013 6:20,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Jepara Indonesia,-1
145721423,Mbi_Lung,"?- MIMPI :D.ngurusin BUMN saja mencret, kok mau macem2:4 Prgram Capres Dahlan RI Ekonomi Maju No20 Dunia, SDM bermutu",9/9/2013 6:23,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",,-1
-1399367578,bkumoro,12. Perlahan-lahan hubungan diplomatik kedua ngr kembali hangat. Hal itu antara lain ditandai dgn kunjungan Presiden Megawati  pada thn 2003,9/9/2013 7:38,Megawati,web,"Depok, Indonesia",0
1786429023,ardilapersikasi,"Tidak akan mendukung jokowi sebagai capres 2014,selamanya kami tolak capres jokowi. ",9/9/2013 9:23,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kab.Bekasi,-1
294593375,Kusu_Ke,Berharap nih presiden n wakil presiden megawati sma jokowi,9/9/2013 10:05,Megawati,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",,1
345035714,UlanOktavia_,Jokowi Dianggap Sudah Layak Jadi Presiden  DAHLAN TOLOL,9/9/2013 10:31,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,-1
-813104260,manuk_ngamuk,"Capres : Jokowi , Cawapres : Rhoma Irama ... Musikkkkkkkkkkk lanjutttttttt hahahahaa",9/9/2013 12:01,Jokowi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",,0
798051639,prasetyosinggih,Presiden -> PRABOWO S. Wakil Presiden -> JOKOWIDODO #setuju??,9/9/2013 12:38,Prabowo,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>",semarang,0
2001100234,Curloz,Metrotv news : PKB tinjau kemungkinan Capres Mahfud dan Cawapres Roma Irama.. Haha.. Terlaluuu..   ,9/9/2013 12:41,Mahfud,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",,0
351015455,bijikisut,"karena itu yang diliat itu figur sentral, Presiden,  Jokowi dianggap sebagai sosok yang mereka cari, satria piningit era millenium",9/9/2013 12:50,Jokowi,web,Indonesia,1
411446608,infobencana,"ktka Presiden Megawati November 2001 minta ''jeda kemanusiaan'' pd Ramadan atas agresi Bush ke Afghanistan, prmintaan trsbt diabaikan juga",9/9/2013 15:57,Megawati,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",Indonesia,0
-637259240,hdsyamsul,#berita #indonesia :LAWAN INTRIK POLITIK GOLONGAN !! pramono edhie #presiden jokowi wapres.   ,9/9/2013 16:37,Jokowi,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",Mojokerto Indonesia,0
-1594704306,harrisprince,"8. Pemenang pileg pdip diperkirakan akan berkoalisi dengan demokrat yg berada di peringkat 3, dgn capres jokowi dan ... #pemilu2014",9/9/2013 17:07,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","√úT: -6.149188,106.888436",0
-1822219210,NyiRika,"Tiba-tiba dpt #ButterflyEffect2013 dr perang atau gaknya syria, gembar gembor capres jokowi, dul yg tabrakan (13thn nyetir sendiri)",9/9/2013 18:11,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bandung,0
279301041,agengselo,Rasionalitas beku ketika orang ramai¬≤ calonkan Jokowi jd capres. Jokowi dibutuhkan utk indahkan hasil kerja sbg Gubernur Jakarta 2 periode.,9/9/2013 22:39,Jokowi,web,Jakarta,0
1575395302,noldy_s,"Relawn ndak prlu kcewa,kita tunggu 2-3 bln kedpn utk Deklarasi Jokowi CaPres  Rlawan Kcewa Rkernas Tak Rkomendsikan Jokowi Capres",9/10/2013 0:21,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",BP-C5/21 CitraLand Utara Sby,0
-1185551598,SiNyoSurya,"Ruhut sdg berperan permainan "" bad cop & good cop"" utk pencalonan capres jokowi.biar ada yg panas kemudian jd mencalonkan.",9/10/2013 0:54,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My Own World,0
-150704084,kabarmuria,"menurut Sobat KM, siapa layak jadi Presiden? #Jokowi #Prabowo, #ARB, #MahfudMD, #Yusril, #Wiranto, #DahlanIskan, atau ...?? #surveiKM.",9/10/2013 1:59,Jokowi,web,Kudus,0
427201872,kabarmuria,"survei: siapa layak jadi Presiden? #Jokowi #Prabowo, #ARB, #MahfudMD, #Yusril, #Wiranto, #DahlanIskan, /...? cc:  ",9/10/2013 2:30,Jokowi,web,Kudus,0
-654761699,kabarmuria,"siapa layak jd Presiden? #Jokowi,#Prabowo,#ARB,#MahfudMD,#Yusril,#Wiranto,#DahlanIskan,/..? cc:   ",9/10/2013 2:33,Jokowi,web,Kudus,0
-121996503,PEWibowo_news,16. Pada thn yang sama (2001) beliau diangkat menjadi Ajudan Presiden Megawati Soekarno Putri #Pramonoedhie #karirmiliter,9/10/2013 3:34,Megawati,web,Indonesia,0
1802219270,drajatwicks,"Wahhh tv*ne diblacklist ahmad dhani, makanya kalo beritain jangan terlalu lebay lah, iklannya juga kebanyakan iklan capres ARB aja tuh tv",9/10/2013 4:46,Aburizal,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",New Yorkartha Hadiningrat,-1
1064447994,damara634,  Arek Suroboyo dukung capres Jokowi.,9/10/2013 9:19,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,1
288693155,Fiikrii_1,Mengapa Pengin Jadi Presiden? Dahlan Iskan: Menjemput Takdir!,9/10/2013 9:36,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Pemalang,Jawa Tengah",0
-1535429179,TuitIndonesia,#TuitIndonesia Mengapa Pengin Jadi Presiden? Dahlan Iskan: Menjemput Takdir! #Indonesia #Tuit,9/10/2013 9:54,Dahlan,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,0
-378225551,Dasril_Hasibuan, PBB jagokan YIM jd Capres jk partai Islam bersatu lwt konvensi pasti YIM yg keluar jd jagonya krn anak ideologis dr pa Dr Natsir,9/10/2013 9:58,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",,1
-1630203426,agnesriani,tidak akan ada capres yg berhasil menjadi presiden jk kelakuan msh spt itu (read: menghujat org via twitter),9/10/2013 10:06,JK,web,DIY,-1
1641593352,DhafaRizky_,"Najis,org gila doang yg dukung  jdi presiden!Jokowi lbih baik",9/10/2013 10:53,Jokowi,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","CitraGrand , Cibubur",-1
1717743647,QueelfRina,menakar kejujuran capres ~ jokowi urutan pertama :D,9/10/2013 11:29,Jokowi,web,,1
1227763298,taufikHDYT_1995,"Ingin Jadi Presiden, Dahlan: Saya Menjemput Takdir ¬†: TEMPO.CO, Jakarta - Menteri Badan Usaha Milik Negara Dahlan Iskan mengungkapkan...",9/10/2013 11:48,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Kota Binjai,Sumatera Utara,INA",0
-952810969,WartaTerupdate,"Ingin Jadi Presiden, Dahlan: Saya Menjemput Takdir ¬†",9/10/2013 11:48,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia Tercinta,0
732567612,lestyo_nm,"  yg pasti yunior hrs manut sama senior,pak  presiden, Jokowi wapres.hrg mati !!",9/10/2013 12:28,Jokowi,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",South Sumatera (Palembang),1
43827004,zela_underDos,Mana yang lebih PANTAS JADI PRESIDEN  atau    #jelas JOKOWI,9/10/2013 12:41,Jokowi,"<a href=""http://www.snaptwit.com"" rel=""nofollow"">Snaptwit</a>",Not found,1
-1400701969,mrjohanefendi,"Hutang negara menumpuk. Tolong bpk jadi presiden : Para sahabat tweet lelah cape saya terbayar baca tweet kalian...terimakasih.""",9/10/2013 15:28,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>",Indonesia,1
